material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-009,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B29,"Articulation adapter-frame steel, anti-lift, and shim kit",2,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-010,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G1,"Welded common bogie frame, powered build",3,MAKE,15000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-011,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G2,"Welded common bogie frame, trailer build",3,MAKE,9000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-012,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G3,"Wheelset monobloc (RFC 0022, S1002)",12,BID,18000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-013,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G4,Axle bearing box (SKF / FAG),24,SOURCE,12000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-014,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G5,Primary chevron spring,24,SOURCE,4800,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-015,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G6,Secondary air spring + levelling valve,12,SOURCE,6000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-016,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G7,Secondary damper,12,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-017,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G8,Brake disc,12,SOURCE,12000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-018,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G9,Electromagnetic brake caliper,24,BID,12000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-019,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G10,Park-brake spring assembly,24,SOURCE,2400,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-020,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G11,Centre-pin ring bearing + PTFE slider,6,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-021,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G12,Yaw-restraint link + bushes,12,SOURCE,1800,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-022,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G13,Cable-guide + centre-pin assembly,6,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-023,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G14,Wheel-tach (quadrature encoder),12,SOURCE,600,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-024,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G15,Axle bearing temp sensor,24,SOURCE,500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-025,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G16,Brake pad / friction lining kit,12 axle sets,SOURCE,1500,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-026,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G17,WSP + brake control harness,6,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-027,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G18,Motor cradle + torque-link weldment,3 powered bogies,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-028,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G19,Flexible gear coupling / torque flange set,6,BID,3000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-029,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G20,Bogie inspection covers and guards,6,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-SIG-018:wpt-20-install-commission:MAT-001,samawah:SAM-SIG-018:wpt-20-install-commission,samawah,SAM-SIG-018,station systems node line-2-0493-0475,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:power-feed,wayside:power feed,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-20-install-commission:MAT-002,samawah:SAM-SIG-018:wpt-20-install-commission,samawah,SAM-SIG-018,station systems node line-2-0493-0475,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:comms-link,wayside:comms link,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-20-install-commission:MAT-003,samawah:SAM-SIG-018:wpt-20-install-commission,samawah,SAM-SIG-018,station systems node line-2-0493-0475,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:sensor-kit,wayside:sensor kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-20-install-commission:MAT-004,samawah:SAM-SIG-018:wpt-20-install-commission,samawah,SAM-SIG-018,station systems node line-2-0493-0475,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:mounting-hardware,wayside:mounting hardware,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-20-mep-passenger-systems:MAT-001,samawah:SAM-ST-017:st-20-mep-passenger-systems,samawah,SAM-ST-017,الشرقي,station,st-20-mep-passenger-systems,stations,project_kit,station:electrical-mep,station:electrical mep,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-20-mep-passenger-systems:MAT-002,samawah:SAM-ST-017:st-20-mep-passenger-systems,samawah,SAM-ST-017,الشرقي,station,st-20-mep-passenger-systems,stations,project_kit,station:network-cabinet,station:network cabinet,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-20-mep-passenger-systems:MAT-003,samawah:SAM-ST-017:st-20-mep-passenger-systems,samawah,SAM-ST-017,الشرقي,station,st-20-mep-passenger-systems,stations,project_kit,station:pis-pa-cctv,station:pis pa cctv,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-20-mep-passenger-systems:MAT-004,samawah:SAM-ST-017:st-20-mep-passenger-systems,samawah,SAM-ST-017,الشرقي,station,st-20-mep-passenger-systems,stations,project_kit,station:fare-kit,station:fare kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-20-mep-passenger-systems:MAT-005,samawah:SAM-ST-017:st-20-mep-passenger-systems,samawah,SAM-ST-017,الشرقي,station,st-20-mep-passenger-systems,stations,project_kit,station:signage,station:signage,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-025:sw-20-install-proof:MAT-001,samawah:SAM-SW-025:sw-20-install-proof,samawah,SAM-SW-025,sw-line-1-0147-0558-yd-23,switch,sw-20-install-proof,track-civil,project_kit,switch:site-trackform,switch:site trackform,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-025:sw-20-install-proof:MAT-002,samawah:SAM-SW-025:sw-20-install-proof,samawah,SAM-SW-025,sw-line-1-0147-0558-yd-23,switch,sw-20-install-proof,track-civil,project_kit,switch:cabling,switch:cabling,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-025:sw-20-install-proof:MAT-003,samawah:SAM-SW-025:sw-20-install-proof,samawah,SAM-SW-025,sw-line-1-0147-0558-yd-23,switch,sw-20-install-proof,track-civil,project_kit,switch:route-proof-kit,switch:route proof kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-025:sw-20-install-proof:MAT-004,samawah:SAM-SW-025:sw-20-install-proof,samawah,SAM-SW-025,sw-line-1-0147-0558-yd-23,switch,sw-20-install-proof,track-civil,project_kit,switch:as-built-survey,switch:as built survey,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-001:trk-10-survey-utility:MAT-001,samawah:SAM-TRK-L3-001:trk-10-survey-utility,samawah,SAM-TRK-L3-001,line-3 section 001,track-section,trk-10-survey-utility,track-civil,project_kit,track-civil:survey-control,track civil:survey control,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-001:trk-10-survey-utility:MAT-002,samawah:SAM-TRK-L3-001:trk-10-survey-utility,samawah,SAM-TRK-L3-001,line-3 section 001,track-section,trk-10-survey-utility,track-civil,project_kit,track-civil:utility-clearance,track civil:utility clearance,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
