evidence_id,city,asset_id,asset_name,asset_type,manufacturing_uid,package_id,phase,qa_uid,qa_gate_id,qa_stage,hold_point,required_result,release_authority,evidence_required,blocks_successors,predecessor_uids,material_count,material_sources,acceptance_use
basra:BAS-EN-060:en-10-energy-build:VERIFY,basra,BAS-EN-060,energy site at line-6-2019-0689-s003065,energy,basra:BAS-EN-060:en-10-energy-build,en-10-energy-build,energy,basra:BAS-EN-060:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
basra:BAS-RS-L1-044:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L1-044,line-1 trainset 044,rolling-stock,basra:BAS-RS-L1-044:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L1-044:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L1-044:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L1-049:rs-10-material-kit:VERIFY,basra,BAS-RS-L1-049,line-1 trainset 049,rolling-stock,basra:BAS-RS-L1-049:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L1-049:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
basra:BAS-SIG-100:wpt-10-cabinet-bench:VERIFY,basra,BAS-SIG-100,station systems node line-7-1385-0703-s070568,signalling-comms,basra:BAS-SIG-100:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,basra:BAS-SIG-100:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
basra:BAS-ST-058:st-10-civil-structure:VERIFY,basra,BAS-ST-058,الرابعة,station,basra:BAS-ST-058:st-10-civil-structure,st-10-civil-structure,stations,basra:BAS-ST-058:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,basra:BAS-TRK-L5-005:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
basra:BAS-SW-107:sw-10-turnout-build:VERIFY,basra,BAS-SW-107,sw-line-3-1713-2270-s045713-yd-101,switch,basra:BAS-SW-107:sw-10-turnout-build,sw-10-turnout-build,track-civil,basra:BAS-SW-107:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
basra:BAS-TRK-L7-003:trk-10-survey-utility:VERIFY,basra,BAS-TRK-L7-003,line-7 section 003,track-section,basra:BAS-TRK-L7-003:trk-10-survey-utility,trk-10-survey-utility,track-civil,basra:BAS-TRK-L7-003:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
basra:BAS-EN-059:en-20-energy-commission:VERIFY,basra,BAS-EN-059,energy site at line-6-2118-0683-s000000,energy,basra:BAS-EN-059:en-20-energy-commission,en-20-energy-commission,energy,basra:BAS-EN-059:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,basra:BAS-EN-059:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
basra:BAS-RS-L1-048:rs-20-carbody-bogie:VERIFY,basra,BAS-RS-L1-048,line-1 trainset 048,rolling-stock,basra:BAS-RS-L1-048:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,basra:BAS-RS-L1-048:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,basra:BAS-RS-L1-048:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
basra:BAS-SIG-098:wpt-20-install-commission:VERIFY,basra,BAS-SIG-098,station systems node line-7-1639-0736-s064957,signalling-comms,basra:BAS-SIG-098:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,basra:BAS-SIG-098:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,basra:BAS-SIG-098:wpt-10-cabinet-bench; basra:BAS-TRK-L7-019:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
basra:BAS-ST-057:st-20-mep-passenger-systems:VERIFY,basra,BAS-ST-057,الحوزة المهدوية العلمية,station,basra:BAS-ST-057:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,basra:BAS-ST-057:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,basra:BAS-ST-057:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
basra:BAS-SW-105:sw-20-install-proof:VERIFY,basra,BAS-SW-105,sw-line-3-1713-2270-s045713-yd-99,switch,basra:BAS-SW-105:sw-20-install-proof,sw-20-install-proof,track-civil,basra:BAS-SW-105:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,basra:BAS-SW-105:sw-10-turnout-build; basra:BAS-TRK-L3-015:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
basra:BAS-TRK-L6-012:trk-30-trackform-rail:VERIFY,basra,BAS-TRK-L6-012,line-6 section 012,track-section,basra:BAS-TRK-L6-012:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,basra:BAS-TRK-L6-012:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,basra:BAS-TRK-L6-012:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
basra:BAS-RS-L1-047:rs-30-traction-battery-control:VERIFY,basra,BAS-RS-L1-047,line-1 trainset 047,rolling-stock,basra:BAS-RS-L1-047:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,basra:BAS-RS-L1-047:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,basra:BAS-RS-L1-047:rs-20-carbody-bogie,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
basra:BAS-SIG-101:wpt-10-cabinet-bench:VERIFY,basra,BAS-SIG-101,station systems node line-7-1251-0809-s074566,signalling-comms,basra:BAS-SIG-101:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,basra:BAS-SIG-101:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
basra:BAS-SW-108:sw-10-turnout-build:VERIFY,basra,BAS-SW-108,sw-line-3-1713-2270-s045713-yd-102,switch,basra:BAS-SW-108:sw-10-turnout-build,sw-10-turnout-build,track-civil,basra:BAS-SW-108:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
basra:BAS-TRK-L7-002:trk-20-subgrade-drainage:VERIFY,basra,BAS-TRK-L7-002,line-7 section 002,track-section,basra:BAS-TRK-L7-002:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,basra:BAS-TRK-L7-002:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,basra:BAS-TRK-L7-002:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
basra:BAS-RS-L1-046:rs-40-fitout-static-test:VERIFY,basra,BAS-RS-L1-046,line-1 trainset 046,rolling-stock,basra:BAS-RS-L1-046:rs-40-fitout-static-test,rs-40-fitout-static-test,rolling-stock,basra:BAS-RS-L1-046:qa-13-passenger-systems,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",pass,fleet acceptance engineer + accessibility reviewer,"door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",yes,basra:BAS-RS-L1-046:rs-30-traction-battery-control,34,rolling_stock_bom:27; rolling_stock_cots_fitout:7,rolling-stock acceptance and trainset release
basra:BAS-SIG-099:wpt-20-install-commission:VERIFY,basra,BAS-SIG-099,station systems node line-7-1625-0703-s065768,signalling-comms,basra:BAS-SIG-099:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,basra:BAS-SIG-099:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,basra:BAS-SIG-099:wpt-10-cabinet-bench; basra:BAS-TRK-L7-020:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
basra:BAS-SW-106:sw-20-install-proof:VERIFY,basra,BAS-SW-106,sw-line-3-1713-2270-s045713-yd-100,switch,basra:BAS-SW-106:sw-20-install-proof,sw-20-install-proof,track-civil,basra:BAS-SW-106:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,basra:BAS-SW-106:sw-10-turnout-build; basra:BAS-TRK-L3-015:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
basra:BAS-TRK-L7-004:trk-10-survey-utility:VERIFY,basra,BAS-TRK-L7-004,line-7 section 004,track-section,basra:BAS-TRK-L7-004:trk-10-survey-utility,trk-10-survey-utility,track-civil,basra:BAS-TRK-L7-004:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
basra:BAS-EN-061:en-10-energy-build:VERIFY,basra,BAS-EN-061,energy site at line-6-1940-0784-s006066,energy,basra:BAS-EN-061:en-10-energy-build,en-10-energy-build,energy,basra:BAS-EN-061:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
basra:BAS-RS-L1-045:rs-50-dynamic-commissioning:VERIFY,basra,BAS-RS-L1-045,line-1 trainset 045,rolling-stock,basra:BAS-RS-L1-045:rs-50-dynamic-commissioning,rs-50-dynamic-commissioning,rolling-stock,basra:BAS-RS-L1-045:qa-15-first-article-trainset,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",pass,owner acceptance board,"first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",yes,basra:BAS-RS-L1-045:rs-40-fitout-static-test,2,project_kit:2,rolling-stock acceptance and trainset release
basra:BAS-RS-L1-050:rs-10-material-kit:VERIFY,basra,BAS-RS-L1-050,line-1 trainset 050,rolling-stock,basra:BAS-RS-L1-050:rs-10-material-kit,rs-10-material-kit,rolling-stock,basra:BAS-RS-L1-050:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,basra:BAS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
