manufacturing_uid,city,asset_id,asset_name,asset_type,line,package_id,phase,sequence,work_center,duration_days,duration_model,quantity_basis,resource_count,planned_start_day,planned_finish_day,planned_start_basis,planned_finish_basis,predecessors,predecessor_uids,external_predecessors,work_order_title,work_order_detail,staff_roles,staff_tasks,materials_or_inputs,bom_refs,material_count,material_status,deliverables,evidence_required,release_authority,qa_gate_hint,qa_uid,verification_uid,verification_status,blocks_successors,status,priority,qa_hold_point
mosul:MOS-WPT-L1-008:wpt-20-install-commission,mosul,MOS-WPT-L1-008,line-1 waypoint 008,waypoint,line-1,wpt-20-install-commission,wayside-systems,20,wayside systems crew,4,fixed-days,template fixed duration = 4 day(s),,203,206,project_day_203,project_day_206,"wpt-10-cabinet-bench,trk-30-trackform-rail",mosul:MOS-WPT-L1-008:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-008:trk-30-trackform-rail,,"Waypoint/W-SBC install, coverage, and proof test","Install the waypoint node, connect power/network/sensors, test radio coverage, prove section state messages, and release into integrated trial running.",systems supervisor; radio technician; software technician; quality technician,Mount cabinet; terminate cables; verify coverage; run section-state proof; close cyber checklist.,"bench-accepted cabinet, power feed, comms link, sensor kit, test script",project_kit:wayside:power-feed; project_kit:wayside:comms-link; project_kit:wayside:sensor-kit; project_kit:wayside:mounting-hardware,4,required,commissioned waypoint node ready for trial running,"coverage map, section-state proof, cyber checklist, commissioning certificate",systems QA lead,qa-26-wayside-comms-safety,mosul:MOS-WPT-L1-008:qa-26-wayside-comms-safety,mosul:MOS-WPT-L1-008:wpt-20-install-commission:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running."
mosul:MOS-RS-L1-001:rs-30-traction-battery-control,mosul,MOS-RS-L1-001,line-1 trainset 001,rolling-stock,line-1,rs-30-traction-battery-control,rolling-stock,30,rolling stock plant,10,fixed-days,template fixed duration = 10 day(s),,100,109,project_day_100,project_day_109,rs-25-clip-on-body,mosul:MOS-RS-L1-001:rs-25-clip-on-body,,"Traction, battery, onboard control, and comms install","Install battery strings, PMSM traction equipment, inverters, brake controllers, onboard SBCs, train comms, firmware identity, and cybersecurity keys.",electrical lead; battery technician; software technician; quality technician,Install harnesses; verify insulation; load signed firmware; bind keys; run static IO and BMS tests.,"Battery modules, inverter kit, T-ECU/SBC kit, signed firmware, key ceremony record",rolling_stock_bom:T1; rolling_stock_bom:T2; rolling_stock_bom:T3; rolling_stock_bom:T4; rolling_stock_bom:T5; rolling_stock_bom:T6; rolling_stock_bom:T7; rolling_stock_bom:T8; rolling_stock_bom:T9; rolling_stock_bom:T10; rolling_stock_bom:T11; rolling_stock_bom:T12; rolling_stock_bom:T13; rolling_stock_bom:T15; rolling_stock_bom:T16; rolling_stock_bom:T17; rolling_stock_bom:T18; rolling_stock_bom:T19; rolling_stock_bom:T20; rolling_stock_bom:T21; rolling_stock_bom:T22; rolling_stock_bom:T23; rolling_stock_bom:E1; rolling_stock_bom:E2; rolling_stock_bom:E3; rolling_stock_bom:E4; rolling_stock_bom:E5; rolling_stock_bom:E6; rolling_stock_bom:E7; rolling_stock_bom:E8; rolling_stock_bom:E9; rolling_stock_bom:E16; rolling_stock_bom:E17; rolling_stock_bom:E18; rolling_stock_bom:E20; rolling_stock_bom:E21; rolling_stock_bom:E22; rolling_stock_bom:E23,38,required,powered static trainset with accepted control stack,"insulation test, BMS report, firmware hash, key-register entry",rolling-stock QA lead,qa-12-traction-brake-battery,mosul:MOS-RS-L1-001:qa-12-traction-brake-battery,mosul:MOS-RS-L1-001:rs-30-traction-battery-control:VERIFY,required,yes,planned,safety,Bench and trainset-level functional tests accepted before dynamic movement.
mosul:MOS-SIG-009:wpt-10-cabinet-bench,mosul,MOS-SIG-009,station systems node line-1-0357-0466-s025555,signalling-comms,line-1,wpt-10-cabinet-bench,wayside-systems,10,wayside bench,3,fixed-days,template fixed duration = 3 day(s),,87,89,project_day_87,project_day_89,sys-00-baseline-freeze,mosul:MOS-SYS-001:sys-00-baseline-freeze,,Waypoint/W-SBC cabinet build and bench test,"Assemble cabinet, SBC, power supply, radio, sensors interface, beacon readers, identity, firmware, and cybersecurity keys.",systems technician; software technician; quality technician,Build cabinet; load firmware; bind identity; run IO/radio bench test; record serials.,"W-SBC cabinet kit, radio kit, sensor interface, signed firmware, key register",project_kit:wayside:wsbc-cabinet; project_kit:wayside:radio-kit; project_kit:wayside:sensor-interface; project_kit:wayside:beacon-reader; project_kit:wayside:secure-element,5,required,bench-accepted waypoint cabinet,"serial register, firmware hash, IO test, radio test, key ceremony record",systems QA lead,qa-26-wayside-comms-safety,mosul:MOS-SIG-009:qa-26-wayside-comms-safety,mosul:MOS-SIG-009:wpt-10-cabinet-bench:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running."
mosul:MOS-SW-016:sw-10-turnout-build,mosul,MOS-SW-016,sw-line-1-0120-0123-s034548-yd-14,switch,line-1,sw-10-turnout-build,track-civil,10,track/switch crew,5,fixed-days,template fixed duration = 5 day(s),,87,91,project_day_87,project_day_91,sys-00-baseline-freeze,mosul:MOS-SYS-001:sys-00-baseline-freeze,,"Switch kit build, actuator, and bench proof","Assemble turnout kit, actuator, detection, hand-crank provision, wiring, and bench proof before installation.",switch technician; track supervisor; quality technician,Assemble switch; install actuator; bench proof detection; record blade throw and torque.,"turnout kit, actuator, detection sensors, wiring kit",project_kit:switch:turnout-kit; project_kit:switch:actuator; project_kit:switch:detection-sensors; project_kit:switch:wiring-kit,4,required,bench-accepted switch kit ready for site,"bench proof record, actuator serial, detection test",track QA lead,qa-22-trackform-rail,mosul:MOS-SW-016:qa-22-trackform-rail,mosul:MOS-SW-016:sw-10-turnout-build:VERIFY,required,yes,planned,safety,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing."
mosul:MOS-TRK-L2-001:trk-30-trackform-rail,mosul,MOS-TRK-L2-001,line-2 section 001,track-section,line-2,trk-30-trackform-rail,track-civil,30,track crew,16,route-metres,ceil(3027.0 route m / (200 m/day x 1 resources)),1,254,269,project_day_254,project_day_269,trk-20-subgrade-drainage,mosul:MOS-TRK-L2-001:trk-20-subgrade-drainage,,"Trackform, rail, fasteners, welds, and geometry","Slipform long open slab-track runs, use single-track ST6 panels only in declared constrained zones, then install rail, fasteners, welds, bonding, and final geometry.",track supervisor; rail welder; survey technician; quality technician,Lay trackform; install rail; weld and grind; measure geometry; close defects.,"machine-controlled formation, slipform concrete and curing system, constrained-zone ST6 panels, rail, fasteners, weld consumables, bonding kit",project_kit:track-civil:rail; project_kit:track-civil:fasteners; project_kit:track-civil:slab-or-sleeper; project_kit:track-civil:weld-consumables; project_kit:track-civil:bonding,5,required,track section ready for systems installation,"weld log, geometry report, fastener torque record, bonding test",track QA lead,qa-22-trackform-rail,mosul:MOS-TRK-L2-001:qa-22-trackform-rail,mosul:MOS-TRK-L2-001:trk-30-trackform-rail:VERIFY,required,yes,planned,safety,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing."
mosul:MOS-WPT-L2-001:wpt-10-cabinet-bench,mosul,MOS-WPT-L2-001,line-2 waypoint 001,waypoint,line-2,wpt-10-cabinet-bench,wayside-systems,10,wayside bench,3,fixed-days,template fixed duration = 3 day(s),,87,89,project_day_87,project_day_89,sys-00-baseline-freeze,mosul:MOS-SYS-001:sys-00-baseline-freeze,,Waypoint/W-SBC cabinet build and bench test,"Assemble cabinet, SBC, power supply, radio, sensors interface, beacon readers, identity, firmware, and cybersecurity keys.",systems technician; software technician; quality technician,Build cabinet; load firmware; bind identity; run IO/radio bench test; record serials.,"W-SBC cabinet kit, radio kit, sensor interface, signed firmware, key register",project_kit:wayside:wsbc-cabinet; project_kit:wayside:radio-kit; project_kit:wayside:sensor-interface; project_kit:wayside:beacon-reader; project_kit:wayside:secure-element,5,required,bench-accepted waypoint cabinet,"serial register, firmware hash, IO test, radio test, key ceremony record",systems QA lead,qa-26-wayside-comms-safety,mosul:MOS-WPT-L2-001:qa-26-wayside-comms-safety,mosul:MOS-WPT-L2-001:wpt-10-cabinet-bench:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running."
mosul:MOS-SIG-007:wpt-20-install-commission,mosul,MOS-SIG-007,station systems node line-1-0565-0647-s018537,signalling-comms,line-1,wpt-20-install-commission,wayside-systems,20,wayside systems crew,4,fixed-days,template fixed duration = 4 day(s),,167,170,project_day_167,project_day_170,"wpt-10-cabinet-bench,trk-30-trackform-rail",mosul:MOS-SIG-007:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-006:trk-30-trackform-rail,,"Waypoint/W-SBC install, coverage, and proof test","Install the waypoint node, connect power/network/sensors, test radio coverage, prove section state messages, and release into integrated trial running.",systems supervisor; radio technician; software technician; quality technician,Mount cabinet; terminate cables; verify coverage; run section-state proof; close cyber checklist.,"bench-accepted cabinet, power feed, comms link, sensor kit, test script",project_kit:wayside:power-feed; project_kit:wayside:comms-link; project_kit:wayside:sensor-kit; project_kit:wayside:mounting-hardware,4,required,commissioned waypoint node ready for trial running,"coverage map, section-state proof, cyber checklist, commissioning certificate",systems QA lead,qa-26-wayside-comms-safety,mosul:MOS-SIG-007:qa-26-wayside-comms-safety,mosul:MOS-SIG-007:wpt-20-install-commission:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running."
mosul:MOS-SW-014:sw-20-install-proof,mosul,MOS-SW-014,sw-line-1-0120-0123-s034548-yd-12,switch,line-1,sw-20-install-proof,track-civil,20,track/switch crew,4,fixed-days,template fixed duration = 4 day(s),,254,257,project_day_254,project_day_257,"sw-10-turnout-build,trk-30-trackform-rail",mosul:MOS-SW-014:sw-10-turnout-build; mosul:MOS-TRK-L1-010:trk-30-trackform-rail,,"Switch installation, geometry, detection, and route proof","Install switch, prove geometry, detection, hand operation, route locking interface, drainage, and safe return-to-track.",switch technician; survey technician; systems technician; quality technician,Install turnout; align geometry; prove detection; run route proof; upload as-built.,"bench-accepted switch kit, ballast/slab materials, cabling, test script",project_kit:switch:site-trackform; project_kit:switch:cabling; project_kit:switch:route-proof-kit; project_kit:switch:as-built-survey,4,required,commissioned switch ready for integrated trial,"geometry report, detection proof, route proof, as-built record",commissioning manager,qa-22-trackform-rail,mosul:MOS-SW-014:qa-22-trackform-rail,mosul:MOS-SW-014:sw-20-install-proof:VERIFY,required,yes,planned,safety,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing."
mosul:MOS-TRK-L2-003:trk-20-subgrade-drainage,mosul,MOS-TRK-L2-003,line-2 section 003,track-section,line-2,trk-20-subgrade-drainage,track-civil,20,corridor civil crew,7,route-metres,ceil(1269.0 route m / (200 m/day x 1 resources)),1,263,269,project_day_263,project_day_269,trk-10-survey-utility,mosul:MOS-TRK-L2-003:trk-10-survey-utility,,"Subgrade, drainage, fencing, and foundations","Build formation, drainage, ducts, fence foundations, earthing points, and civil interfaces for track and wayside equipment.",civil supervisor; plant operator; drainage technician; quality technician,Prepare formation; install drainage; compact layers; inspect ducts; record as-built levels.,"aggregate, geotextile, ducting, drainage materials, fencing materials",project_kit:track-civil:aggregate; project_kit:track-civil:geotextile; project_kit:track-civil:ducting; project_kit:track-civil:drainage; project_kit:track-civil:fencing,5,required,accepted subgrade and drainage ready for trackform,"compaction results, level survey, drainage inspection, as-built photos",civil QA lead,qa-21-earthworks-drainage,mosul:MOS-TRK-L2-003:qa-21-earthworks-drainage,mosul:MOS-TRK-L2-003:trk-20-subgrade-drainage:VERIFY,required,yes,planned,attention,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation."
mosul:MOS-WPT-L1-009:wpt-20-install-commission,mosul,MOS-WPT-L1-009,line-1 waypoint 009,waypoint,line-1,wpt-20-install-commission,wayside-systems,20,wayside systems crew,4,fixed-days,template fixed duration = 4 day(s),,231,234,project_day_231,project_day_234,"wpt-10-cabinet-bench,trk-30-trackform-rail",mosul:MOS-WPT-L1-009:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-009:trk-30-trackform-rail,,"Waypoint/W-SBC install, coverage, and proof test","Install the waypoint node, connect power/network/sensors, test radio coverage, prove section state messages, and release into integrated trial running.",systems supervisor; radio technician; software technician; quality technician,Mount cabinet; terminate cables; verify coverage; run section-state proof; close cyber checklist.,"bench-accepted cabinet, power feed, comms link, sensor kit, test script",project_kit:wayside:power-feed; project_kit:wayside:comms-link; project_kit:wayside:sensor-kit; project_kit:wayside:mounting-hardware,4,required,commissioned waypoint node ready for trial running,"coverage map, section-state proof, cyber checklist, commissioning certificate",systems QA lead,qa-26-wayside-comms-safety,mosul:MOS-WPT-L1-009:qa-26-wayside-comms-safety,mosul:MOS-WPT-L1-009:wpt-20-install-commission:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running."
mosul:MOS-EN-015:en-10-energy-build,mosul,MOS-EN-015,energy site at line-2-0637-0967-s014710,energy,line-2,en-10-energy-build,energy,10,energy crew,10,fixed-days,template fixed duration = 10 day(s),,89,98,project_day_89,project_day_98,sys-00-baseline-freeze,mosul:MOS-SYS-001:sys-00-baseline-freeze,,"PV, BESS, charger, switchgear, and earthing build","Install PV/BESS/charger equipment, protection, earthing, fire safety, and grid/PPA interface at the site.",electrical supervisor; PV technician; battery technician; quality technician,Install equipment; terminate protection; test earthing; inspect fire safety; record serials.,"PV kit, BESS kit, charger, switchgear, protection relays, earthing materials",project_kit:energy:pv-kit; project_kit:energy:bess-kit; project_kit:energy:charger; project_kit:energy:switchgear; project_kit:energy:protection-relays; project_kit:energy:earthing,6,required,energy site ready for commissioning,"earthing test, protection settings, equipment serials, fire-safety inspection",energy QA lead,qa-25-power-energy,mosul:MOS-EN-015:qa-25-power-energy,mosul:MOS-EN-015:en-10-energy-build:VERIFY,required,yes,planned,safety,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging."
