task_uid,city,asset_id,asset_name,asset_type,line,task_id,cadence,trigger,scope,evidence_required,owner,next_due_basis,status,severity
mosul:MOS-RS-L1-044:rs-turnaround-service,mosul,MOS-RS-L1-044,line-1 trainset 044,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-045:rs-turnaround-service,mosul,MOS-RS-L1-045,line-1 trainset 045,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-046:rs-turnaround-service,mosul,MOS-RS-L1-046,line-1 trainset 046,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-047:rs-turnaround-service,mosul,MOS-RS-L1-047,line-1 trainset 047,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-048:rs-turnaround-service,mosul,MOS-RS-L1-048,line-1 trainset 048,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-049:rs-turnaround-service,mosul,MOS-RS-L1-049,line-1 trainset 049,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-050:rs-turnaround-service,mosul,MOS-RS-L1-050,line-1 trainset 050,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-051:rs-turnaround-service,mosul,MOS-RS-L1-051,line-1 trainset 051,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-052:rs-turnaround-service,mosul,MOS-RS-L1-052,line-1 trainset 052,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-053:rs-turnaround-service,mosul,MOS-RS-L1-053,line-1 trainset 053,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-054:rs-turnaround-service,mosul,MOS-RS-L1-054,line-1 trainset 054,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-055:rs-turnaround-service,mosul,MOS-RS-L1-055,line-1 trainset 055,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-056:rs-turnaround-service,mosul,MOS-RS-L1-056,line-1 trainset 056,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-057:rs-turnaround-service,mosul,MOS-RS-L1-057,line-1 trainset 057,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-058:rs-turnaround-service,mosul,MOS-RS-L1-058,line-1 trainset 058,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-059:rs-turnaround-service,mosul,MOS-RS-L1-059,line-1 trainset 059,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-060:rs-turnaround-service,mosul,MOS-RS-L1-060,line-1 trainset 060,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-061:rs-turnaround-service,mosul,MOS-RS-L1-061,line-1 trainset 061,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-062:rs-turnaround-service,mosul,MOS-RS-L1-062,line-1 trainset 062,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-063:rs-turnaround-service,mosul,MOS-RS-L1-063,line-1 trainset 063,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-064:rs-turnaround-service,mosul,MOS-RS-L1-064,line-1 trainset 064,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-065:rs-turnaround-service,mosul,MOS-RS-L1-065,line-1 trainset 065,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-066:rs-turnaround-service,mosul,MOS-RS-L1-066,line-1 trainset 066,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
